序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
4843,新北市新店區,五?里,新北市新店區中興路一段253號,121.544,24.9664,五峰國中,五峰里、長春里、新德里、張北里,1103,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4844,桃園市八德區,大智里,廣豐路地號︰大智段0630-0000號,121.2967,24.9665,廣豐綠一公園,大智里、陸光里,34,震災,周佩潤,03-3683155#231,否,是,否
4845,桃園市八德區,大智里,廣豐路地號︰明智段0025-0000號,121.2967,24.9665,廣豐公一公園,大智里、陸光里,95,震災,周佩潤 ,03-3683155#231,否,是,否
4846,新北市鶯歌區,鳳鳴里,鶯歌區永和街33號,121.3318,24.9671,鳳鳴國中,鳳福里、鳳祥里,527,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否
4847,桃園市八德區,大明里,興隆街23巷底地號︰大明段1099-0000號,121.3264,24.9673,大明公園二,大明里,33,震災,周佩潤,03-3683155#231,否,是,否
4848,桃園市中壢區,莊敬里,強國路46號,121.259528,24.967453,中壢區自強、自治里集會所,自治里、自信里、自強里、興仁里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4849,桃園市中壢區,永福里,中園路114巷,121.236409,24.967528,永福環保公園,永福里,296,震災,余潔雯,03-4271801#1210,否,是,否
4850,桃園市中壢區,自強里,自強國中旁，強國路以北,121.259385,24.967876,自強公園,自強里,516,震災,余潔雯,03-4271801#1210,否,是,否
4851,桃園市中壢區,忠義里,中華路2段,121.249815,24.968046,中鑄公園,忠義里,434,震災,余潔雯,03-4271801#1210,否,是,否
4852,桃園市八德區,大智里,介壽路一段與廣豐路交匯地號︰大智段0011-1002號,121.3014,24.9681,廣豐生態綠地公園,大智里,215,震災,周佩潤,03-3683155#231,否,是,否
4853,桃園市平鎮區,復興里,文化街、復興街口,121.2484,24.9684,文化公園,復興里、復旦里,231,"水災,震災",陳漢豪,03-4572105#2384,否,是,否
4854,桃園市八德區,大明里,興隆街與13巷交匯地號︰大明段1096-0000號,121.3273,24.9687,大明公園一,大明里,41,震災,周佩潤,03-3683155#231,否,是,否
4855,新北市新店區,柴埕里,新北市新店區安興路25號,121.5149,24.9688,安康高中,柴埕里、安和里、新和里、永平里、柴埕里、下城里,1119,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4856,桃園市八德區,大宏里,大明街大圳邊地號︰前埕段0564-0000號,121.2977,24.9691,圳邊公園,大宏里,51,震災,周佩潤,03-3683155#231,否,是,否
4857,新北市鶯歌區,鳳鳴里,鶯歌區永和街120號,121.3351,24.9691,鳳鳴國小,鳳鳴里、大湖里,342,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,是
4858,桃園市八德區,大仁里,桃鶯路南僑巷76號,121.3264,24.9696,大仁里集會所,大仁里,110,"水災,震災",張國平,03-3629076,是,否,否
4859,桃園市八德區,大安里,和平路頂僑巷,121.3237,24.9704,大仁休閒公園,大安里、大發里,6,震災,周佩潤,03-3683155#231,否,是,否
4860,桃園市中壢區,水尾里,新生路598巷22號,121.224783,24.970735,中壢區水尾社區活動中心,水尾里、忠福里、興和里,40,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4861,新北市樹林區,中山里,佳園路一段34號,121.392558,24.971116,育德國小,樂山、山佳、中山,484,"震災,土石流,海嘯",事務組長王心巧,26805557#131,是,是,否
4862,桃園市八德區,大正里,正福五街與正福二街口地號︰大福段0603-0000號,121.2979,24.9714,大正休閒廣場,大正里,46,震災,周佩潤,03-3683155#231,否,是,否
4863,桃園市八德區,高明里,永豐路572巷21號2樓,121.2759,24.9716,高明里集會所,高城里、高明里、永豐里、茄明里,105,"水災,震災",呂峻安,03-3702472,是,否,否
4864,新北市新店區,中正里,新北市新店區三民路３６號,121.5366,24.9717,中正國小,國豐里、明德里、新生里、新德里、張北里、五?里,1001,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4865,新北市新店區,中正里,新北市新店區三民路18號,121.5391,24.9718,崇光女中,新德里、中正里、中華里、仁愛里、百忍里、福德里、福民里,522,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4866,新北市土城區,埤塘里,興城路17號,121.441935,24.972383,土城國小,員仁里 土城里 長風里 員信里 埤塘里 大安里,958,"水災,震災,土石流,海嘯",趙麗玲,02-22700177-851,是,是,是
4867,新北市土城區,埤塘里,金城路1段101號7樓,121.442873,24.972533,土城區公所,埤塘里 土城里 員林里 員仁里 長風里 員福里 員信里,162,"水災,土石流,海嘯",楊麗涵,02-22732000-543,是,是,是
4868,新北市雙溪區,泰平里,溪尾寮46號,121.827,24.9727,泰平里活動中心,泰平里,100,"水災,震災,土石流",宋翔怡,02-24931111#124,是,否,否
4869,新北市樹林區,中山里,中山路三段40號2樓,121.39436,24.972721,山佳市民活動中心,東山、樂山、山佳、中山,80,"水災,震災,土石流,海嘯",游文瑩,02-26812106#1615,是,否,否
4870,桃園市中壢區,永福里,南園二路90號,121.233494,24.972729,中壢區永福、忠福、幸福里集會所,永福里、幸福里、忠福里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4871,新北市鶯歌區,中湖里,中湖街25號,121.3481,24.973,中湖里活動中心,中湖里、大湖里、鳳鳴里、鳳祥里、鳳福里,119,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,否,否
4872,新北市鶯歌區,中湖里,中湖街25號,121.3481,24.973,中湖國小,中湖里,465,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否
4873,桃園市中壢區,復華里,復華里內壢國中旁,121.248762,24.973494,復興公園,復華里,844,震災,余潔雯,03-4271801#1210,否,是,否
4874,桃園市八德區,大正里,思源街與正福里交匯地號︰大福段0583-0000號,121.2989,24.9735,思源公園,大正里,69,震災,周佩潤,03-3683155#231,否,是,否
4875,新北市新店區,新安里,新北市新店區寶橋路8號,121.5439,24.9737,北新國小　,大豐里、大同里,1737,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4876,桃園市桃園區,,桃園市鴻撫街3號,121.2645,24.9738,鴻撫宮,鴻撫街臨時集散點,72,"水災,震災,土石流",邱雲來,3698361,是,是,否
4877,新北市土城區,清和里,青雲路368號4樓,121.458661,24.973802,清化市民活動中心,清化里 清和里,30,"水災,土石流",袁慧如,02-22615380,是,否,否
4878,新北市土城區,清和里,青雲路368號1樓,121.458661,24.973802,清和市民活動中心,清和里 清化里,30,"水災,震災,土石流",張源寶,02-22745669,是,否,是
4879,桃園市中壢區,永福里,中園路,121.235833,24.97388,中園路環保公園,永福里,1401,震災,余潔雯,03-4271801#1210,否,是,否
4880,新北市樹林區,樂山里,中和街38號3樓,121.389871,24.973944,樂山市民活動中心,樂山、中山,61,"水災,震災,土石流",江翊榕,26812106#1617,是,否,否
4881,桃園市中壢區,復興里,文化路,121.253145,24.974152,元生公園,復興里,1303,震災,余潔雯,03-4271801#1210,否,是,否
4882,桃園市新屋區,笨港里,2鄰29-5號,121.026312,24.974502,松柏會老人文康活動中心,笨港里,0,"水災,震災",蕭秀卿,4778168,是,否,是
4883,桃園市桃園區,中德里,國際路一段575號,121.2892,24.975,中山社區活動中心,中德,45,"水災,震災,土石流",呂理陽,03-3611518,是,否,否
4884,新北市新店區,福民里,新北市新店區中央路93號,121.5318,24.9756,新店高中,百忍里、福民里、中山里、中央里、百福里、和平里、頂城里、中正里,1307,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4885,桃園市中壢區,復興里,元化路元生國小旁,121.250826,24.975768,常樂公園,復興里,885,震災,余潔雯,03-4271801#1210,否,是,否
4886,新北市樹林區,山佳里,中山路三段5號,121.401678,24.975774,山佳國小,東山、山佳,654,"水災,震災,土石流,海嘯",事務組長林清輝,26806673轉831,是,是,否
4887,桃園市桃園區,福林里,延平路326號,121.3139,24.976,福豐國中,本市大樹林區各里,105,"水災,震災,土石流",楊錦珠,03-3669547#513,是,是,是
4888,新北市新店區,百和里,新北市新店區民族路112號,121.5355,24.9761,耕莘健康管理專科學校,百和里、江陵里、建國里、福德里、中央里、中華里、仁愛里、百忍里,87,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4889,桃園市中壢區,忠孝里,忠孝路元生二街旁,121.254187,24.976276,忠孝公園,忠孝里,1015,震災,余潔雯,03-4271801#1210,否,是,否
4890,臺北市文山區,,文山區指南路3段38巷5-2號,121.5836,24.9764,指南國小,指南里,20,"水災,震災",張心怡,02-29393546#21,是,否,否
4891,桃園市中壢區,忠孝里,元生二街126號,121.209151,24.976697,中壢區中原、忠孝、和平里原住民集會所,忠孝里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4892,新北市新店區,大豐里,新北市新店區民族路110號,121.5376,24.9769,大豐社福館,大鵬里、忠孝里、復興里、信義里、寶安里、寶興里、寶福里、中山里、和平里、江陵里、大同里、大豐里、明德里、新安里、國豐里、忠誠里、百和里、建國里、仁愛里、張北里、德福里、百忍里、中正里、五峰里、長春里、中央里、福民里、百福里、中華里、新德里、中興里、新生里、下城里、頂城里,1540,"水災,震災,土石流",吳英同,02-29112281#1209,是,否,否
4893,桃園市中壢區,復興里,長樂街55號,121.249838,24.977376,中壢區復興、復華里集會所,復華里、復興里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4894,桃園市桃園區,福林里,介新街20號,121.3077,24.9774,建國國中,本市大樹林區各里,70,"水災,土石流",嚴林揚,03-3630081#540,是,是,否
4895,新北市新店區,大豐里,新北市新店區23143民族路108號,121.5382,24.9776,大豐國小,仁愛里、國豐里、明德里、大豐里、大同里、百和里、忠誠里、忠孝里、寶興里、信義里、大鵬里,5794,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4896,桃園市中壢區,福德里,福得里內壢高中旁,121.257876,24.977663,成功公園,福德里,547,震災,余潔雯,03-4271801#1210,否,是,否
4897,桃園市桃園區,大林里,大原路31號,121.3202,24.9778,大林社區活動中心,大林,89,"水災,震災,土石流",楊春風,03-3612328,是,否,否
4898,桃園市中壢區,忠孝里,文化路以東、元生一街以北,121.252899,24.977813,甲蟲兒童公園（文化兒2）,忠孝里,535,震災,余潔雯,03-4271801#1210,否,是,否
4899,桃園市中壢區,福德里,光華三街10號,121.258069,24.97792,中壢區內壢、成功、福德里集會所,內壢里、成功里、福德里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4900,新北市土城區,員林里,員林街15號1樓,121.442984,24.978282,員林市民活動中心,員林里 員福里 埤塘里 土城里 員仁里 長風里 員信里,77,"水災,震災,土石流",蔡黃地,02-22610593,是,否,否
4901,桃園市八德區,大福里,介壽路一段16底地號︰力行段0029-0000號,121.3022,24.9784,霖園兒童公園,大福里,71,震災,周佩潤,03-3683155#231,否,是,否
4902,桃園市八德區,高城里,高城六街與48巷交匯地號︰高明段0146-0000號,121.2754,24.979,高城公園,高城里、高明里、茄明里,35,震災,周佩潤,03-3683155#231,否,是,否
4903,桃園市桃園區,福林里,陽明三街33號,121.3072,24.9794,陽明社區活動中心,福林、南門,65,"水災,震災,土石流",李振華,03-3678977,是,否,否
4904,桃園市中壢區,文化里,文化路383-20號,121.250258,24.979431,中壢區文化里集會所,內定里、文化里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否
4905,新北市中和區,華新里,中和區華新街143巷12號,121.506,24.9799,竹林中學,備用頂南里、華新里、橫路里、內南里、正南里）,430,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是
4906,宜蘭縣頭城鎮,,頭城鎮石城里（路）40-8號,121.9498,24.9799,石城里-石城社區活動中心,石城里,67,"水災,震災,海嘯",沈榮華,03-9781117,是,否,否
4907,新北市新店區,寶福里,新北市新店區寶中路49號,121.5462,24.98,開明工商,寶福里、寶興里,1945,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4908,新北市石碇區,豐田里,華梵路1號,121.6921,24.98,華梵大學于藝館3樓,彭山里、豐田里,100,"水災,震災,土石流,海嘯",陳靜瑤/楊朝欽,02-26632102#2422/#2462,是,是,是
4909,桃園市中壢區,文化里,內壢文化路,121.249202,24.980065,文化公園,文化里,1700,震災,余潔雯,03-4271801#1210,否,是,否
4910,新北市土城區,青山里,明德路1段74-1號1樓,121.464447,24.98031,青山市民活動中心,青山里 清水里 清溪里 永富里,18,"水災,震災,土石流",姚韋華,02-22734192,是,否,是
4911,新北市土城區,青山里,明德路1段74-1號2樓,121.464447,24.98031,永富市民活動中心,清水里 永富里 青山里,25,"水災,土石流",黃思儀,02-22644813,是,否,否
4912,臺北市文山區,,文山區木新路3段312號,121.5562,24.9807,景美女中,樟林里、樟文里、樟樹里,300,"水災,震災",林宜德,02-29368847#201,是,否,否
4913,桃園市桃園區,,桃園市延平路、大豐路口,121.3186,24.9808,延平公園,本市大樹林區各里,1400,"水災,震災,土石流",林義順,3354757,否,是,否
4914,新北市土城區,廷寮里,永豐路240-1號,121.467199,24.980803,廷寮市民活動中心,廷寮里 永豐里 金城里,80,"水災,震災,土石流,海嘯",洪焜猛,02-22626089,是,否,是
4915,新北市新店區,寶興里,新北市新店區文化路42號,121.5448,24.9809,南強工商,寶興里、寶安里、寶福里、新安里、信義里,1132,"水災,震災,土石流,海嘯",吳英同,02-29112281#1209,是,是,否
4916,臺北市文山區,,文山區木新路3段155巷7號,121.561,24.9809,力行國小,樟新里、樟腳里、老泉里,30,"水災,震災",吳阿理,02-29363995#821,是,否,是
4917,桃園市中壢區,文化里,文化路,121.249318,24.980978,三角公園,文化里,2281,震災,市府養工處,03-3396122#1,否,是,否
4918,桃園市桃園區,,桃園市長沙街十一號,121.3073,24.9811,陽明公園,本市市中心區各里,4600,"水災,震災,土石流",林義順,3354757,否,是,否
4919,新北市樹林區,大同里,大同街43號,121.417421,24.981493,大同國小,大同、彭厝、和平、彭福、東陽、彭興、中華、太順,450,"水災,震災,土石流,海嘯",事務組長沈炳育,86865486轉842,是,是,否
4920,新北市樹林區,樹東里,鎮前街467號,121.410902,24.981593,東陽市民活動中心,樹德、樹西、樹東、樹北、東山、東陽、圳福、中華、太順,78,"震災,土石流,海嘯",何錦綢,02-26812106#1614,是,否,否
4921,新北市樹林區,和平里,忠孝街30號,121.42394,24.981755,彭福國小,和平、彭厝、彭福、彭興、太順,1704,"水災,震災,土石流,海嘯",事務祖長王鴻萍,86866589#803,是,是,否
4922,新北市土城區,永富里,明德路1段72號,121.465311,24.982013,清水高中,永富里 永豐里 金城里 清水里 清和里 清化里 清溪里 ?廷里平和里 廷寮里 延壽里 安和里 延吉里 延和里 青山里 延祿里,1033,"水災,震災,土石流,海嘯",林呈隆,02-22707801-400,是,是,是
4923,桃園市桃園區,福林里,介壽路199號,121.3081,24.9821,福林、豐林、福安、大豐里聯合集會所（陽明公園管理中心）,豐林、大豐、福安、玉山、泰山,131,"水災,震災,土石流",卓維順,3348058#1109,是,是,否
4924,新北市中和區,華新里,中和區工專路111號,121.5076,24.9822,華夏科技大學,頂南里、華新里、華南里、忠孝里、橫路里、內南里、正南里,1447,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
4925,新北市土城區,青雲里,清水路141巷18號B1,121.458501,24.98237,"青雲,柑林市民活動中心",青雲里 柑林里,50,土石流,廖特青 張育誠,02-22659858 02-22736647,是,否,否
4926,新北市土城區,日和里,擺接堡路1號,121.439585,24.982977,裕德高中,日和里 員林里 員福里,975,"水災,震災,土石流,海嘯",簡嘉良,02-82617889-225,是,是,是
4927,新北市土城區,學府里,學府路1段241號,121.45038,24.983308,新北高工,學府里 明德里 學士里 樂利里 日新里 日和里 貨饒里 裕生里中正里,2785,"水災,震災,土石流,海嘯",洪儒,02-22612483-30,是,是,是
4928,桃園市桃園區,雲林里,昆明路95號,121.3144,24.9834,建國國小,本市中路區各里,280,"水災,土石流",黃柏嵐,03-3636660#512,是,是,否
4929,臺北市文山區,,文山區辛亥路7段67號,121.5547,24.9834,實踐國中,樟林里,300,"水災,震災",吳佳晉,02-22362852#150,是,否,否
4930,新北市土城區,青雲里,金城路2段247號,121.456842,24.983456,中正國中,中正里 柑林里 青雲里,415,"水災,震災,土石流,海嘯",林碧文,02-22628456-815,是,是,是
4931,新北市樹林區,和平里,中華路8號,121.422804,24.983502,樹林高級中學,樹東、大同、和平、彭厝、彭福、樹北、彭興,1404,"震災,土石流,海嘯",總務主任林浩吉,86852011#2112,是,是,否
4932,臺北市文山區,,文山區忠順街1段4號,121.5575,24.9836,實踐國小,樟文里、樟樹里,75,"水災,震災",蔡宗儒,02-29360725#140,是,否,否
4933,新北市樹林區,東昇里,中山路二段80號2樓,121.415159,24.984222,東昇市民活動中心,樹南、東陽、東昇、樹福、中華,214,"水災,震災,土石流,海嘯",陳雅晴,02-268121061613,是,否,否
4934,新北市土城區,清溪里,金城路2段356號,121.461508,24.984402,清水國小,清溪里 柑林里 永豐里 ?廷里 平和里 廷寮里 延壽里 安和里青雲里 延吉里 延和里 金城里 延祿里,597,"水災,震災,土石流,海嘯",劉員池,02-22618316-401,是,是,是
4935,桃園市中壢區,文化里,忠工路341-1地號,121.250192,24.984425,吉林公園,文化里,305,震災,余潔雯,03-4271801#1210,否,是,否
4936,新北市新店區,永安里,新店市安和路三段100號,121.5182,24.9846,新和國小,永安里、新和里、永平里,648,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否
4937,臺北市文山區,,臺北市文山區指南路3段2巷14號,121.5783,24.9849,北政國中,試院、華興、明義、明興、木柵、木新、順興、忠順、樟林、樟腳、樟樹、樟新、樟文、萬興、政大、指南、老泉里,20,"水災,震災",陳友城,29393651#51,是,否,否
4938,桃園市中壢區,內定里,內定里吉林北路以東,121.251276,24.985413,中山公園,內定里,3275,震災,余潔雯,03-4271801#1210,否,是,否
4939,新北市土城區,日新里,裕生路65號,121.447559,24.985602,樂利國小,日新里 裕生里 貨饒里 日和里 埤林里 瑞興里 樂利里 學府里復興里 學成里 學士里 明德里,1168,"水災,震災,土石流,海嘯",李明憲,02-22662568-831,是,是,是
4940,新北市新店區,復興里,新北市新店區民生路45號,121.5322,24.9858,莊敬工家,復興里、大鵬里、忠孝里、江陵里、寶安里、中山里,8362,"水災,震災,土石流",吳英同,02-29112281#1209,是,否,否
4941,桃園市中壢區,永福里,永福里社區.新街溪綠地,121.236845,24.985901,西園路環保公園,永福里,509,震災,余潔雯,03-4271801#1210,否,否,否
4942,新北市土城區,廣福里,學府路一段99巷底2樓,121.457766,24.985909,廣興市民活動中心,廣興里 廣福里,50,"水災,土石流",張淑玲,02-22625088,是,否,否
4943,新北市土城區,廣福里,學府路一段99巷底1樓,121.457766,24.985909,廣福市民活動中心,廣福里 埤林里 瑞興里 復興里 學成里 廣興里,50,"水災,震災,土石流",丁科秀,02-22629394,是,否,是
4944,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國小,樹南、樹人、坡內、東昇、育英、樹興,135,"水災,震災,土石流,海嘯",事務組長 杜炳倫,26832112#303,是,是,否
4945,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國中,樹南、樹人、坡內、東昇、育林、樹興,574,"水災,震災,土石流,海嘯",事務組長潘怡娟,26841160#122,是,是,否
4946,新北市中和區,忠孝里,中和區興南路2段3巷17號,121.5085,24.9862,中和國中,頂南里、華新里、東南里、華南里、忠孝里、崇南里、景南里、橫路里、內南里、壽南里、外南里、復興里、和興里、景平里、景新里、景福里、興南里、景本里、福南里、正南里,2649,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
4947,桃園市桃園區,中山里,國際路一段1070號,121.2902,24.9864,中山國小,本市中路區各里,212,"水災,震災,土石流",林居城,03-2203012#51,是,是,否
4948,桃園市桃園區,中山里,中平路118號,121.2928,24.9867,中山、中平、中原、中泰、中聖五里聯合集會所,中山、中原、中平、中聖、中泰、中路,339,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
4949,新北市中和區,忠孝里,中和區興南路1段135巷24號,121.5091,24.9867,興南國小,東南里、華南里、忠孝里、崇南里、景南里、壽南里、景平里、景新里、景福里、景安里、景文里、興南里、景本里、中興里、吉興里,1278,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是
4950,新北市土城區,廣福里,學府路1段127號,121.454896,24.986953,廣福國小,瑞興里 復興里 埤林里 學成里 日新里 貨饒里 樂利里 廣福里 學府里 裕生里 中正里 學士里 明德里 廣興里,608,"水災,震災,土石流,海嘯",施杰翰,02-22626782-100,是,是,是
4951,桃園市桃園區,建國里,建成街88號一、二樓,121.3155,24.987,建國、雲林里聯合集會所建國公園管理中心,建國、雲林,191,"水災,震災,土石流",卓維順,3348058#1109,是,是,否
4952,桃園市桃園區,,桃園市泰昌三街、宏昌七街口,121.2931,24.9871,市二簡易公園,本市中路區各里,250,"水災,震災,土石流",林義順,3354757,否,是,否
4953,新北市板橋區,堂春里,金門街289號,121.4309,24.9873,溪洲國小,溪洲、溪福、堂春、成和、溪北、崑崙,1021,"震災,土石流,海嘯",謝瀚頡組長,2686770551,是,是,否
4954,臺北市文山區,明義里,文山區木柵路2段138巷61號,121.5626,24.9874,明道國小,明義里、明興里、忠順里、順興里,42,"水災,震災",莊文玲,02-29392821#14,是,否,否
4955,臺北市文山區,,文山區木柵路3段102巷12號,121.5677,24.9875,木柵國中,木柵里、忠順里、順興里,30,"水災,震災",余鎮遠,02-29393031#600,是,否,是
4956,桃園市龜山區,兔坑里,大同路918號,121.35073,24.987578,兔坑社區活動中心,兔坑里、福源里,120,"水災,震災,海嘯",詹文峰,03-3207928,是,否,是
4957,臺北市文山區,,文山區試院路2號,121.55,24.9876,永建國小,試院里、華興里,30,"水災,震災",陳佳雯,02-22363855#125,是,否,是
4958,桃園市龜山區,幸福里,幸福一街38號1樓,121.33609,24.988014,幸福社區活動中心,幸福里,82,"水災,震災,土石流,海嘯,坡地災害",林文德,03-3290331,是,否,是
4959,桃園市桃園區,,桃園市國強七街、國豐二街口,121.2782,24.9882,龍岡公園,本市中路區各里,400,"水災,震災,土石流",林義順,3354757,否,是,否
4960,桃園市桃園區,南門里,復興路303號,121.3044,24.9886,南門國小,本市埔子區各里,159,"水災,土石流",吳成豪,03-3370576#510,是,是,否
4961,桃園市龜山區,山福里,中興路152號,121.331807,24.988719,山福集會所,山福里、中興里,120,"水災,震災,土石流,海嘯",劉德豐,03-3191223,是,否,是
4962,桃園市桃園區,,桃園市桃鶯路、大林路口,121.3173,24.9888,建國公園,本市大樹林區各里,1400,"水災,震災,土石流",林義順,3354757,否,是,否
4963,新北市土城區,安和里,延和路23號,121.464774,24.988807,安和國小,安和里 延和里 延壽里 平和里 延祿里 ?廷里 延吉里,2293,"水災,震災,土石流,海嘯",黃富聰,02-22603451-131,是,是,是
4964,桃園市桃園區,,龍城五街邊,121.3111,24.9889,龍祥公園,本市中路區各里,100,"水災,震災,土石流",林義順,03-3354757,否,是,否
4965,桃園市桃園區,汴洲里,水汴一路112號,121.3111,24.9889,汴洲社區活動中心,汴洲,178,"水災,震災,土石流",邱垂雲,03-3255924,是,否,否
4966,桃園市桃園區,,桃園市溫洲街、蓮華街口,121.3111,24.9889,溫州公園,本市埔子區各里,800,"水災,震災,土石流",林義順,03-3354757,否,是,否
4967,新北市中和區,景南里,中和區景新街467巷37號,121.515,24.9893,景新國小,安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀義里、東南里、崇南里、景南里、景平里、景新里、秀水里、宜安里、安順里、秀士里、興南里、景本里,897,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
4968,桃園市桃園區,龍鳳里,國豐二街6號,121.2805,24.9895,龍岡社區活動中心,龍鳳、龍岡、龍安、中信、龍祥、龍壽、龍山,92,"水災,震災,土石流",黃進強,03-3696213,是,否,否
4969,臺北市文山區,,文山區景文街108號,121.5408,24.9895,景美國小,景美里、景行里、景東里,74,"水災,震災",莊琬婷,02-29322151#130,是,否,是
4970,新北市中和區,中興里,中和區復興路301巷6號,121.5019,24.9896,復興國小,外南里、復興里、和興里、景安里、景文里、福南里、中興里、吉興里,946,"水災,土石流,海嘯",劉師政,02-22482688＃286,是,是,否
4971,臺北市文山區,,臺北市木柵路3段220號10樓,121.5701,24.9896,行政中心大禮堂,木新里、老泉里,60,"水災,震災",周如倩,29365522#324,是,否,否
4972,新北市板橋區,溪北里,篤行路二段132號,121.4305,24.9897,沙崙國小,溪北、崑崙、成和、堂春、溪福、溪洲,1692,震災,王亭雅組長,26812764832,是,是,否
4973,新北市中和區,外南里,南山路236號6樓,121.5065,24.9897,復興大樓圖書館,備用（壽南里、復興里、外南里、和興里、景福里、景文里、景安里、福南里、中興里、吉興里）,25,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,否,是
4974,桃園市龜山區,大同里,明德路203巷10號,121.343269,24.989757,大同社區活動中心,大同里,133,"水災,震災,土石流,海嘯",施昭玲,03-3200962,是,否,是
4975,桃園市中壢區,內厝里,月眉路1段2號,121.179172,24.989775,中壢區內厝活動中心,內厝里,55,"震災,土石流",余潔雯,03-4271801#1210,是,否,否
4976,桃園市龜山區,山德里,頂興路2巷14號,121.328351,24.989945,山德社區活動中心,山德里、山頂里,68,"水災,震災,土石流,海嘯",林俐玲,03-3207676,是,否,是
4977,新北市樹林區,樹東里,鎮前街93號,121.424633,24.989981,樹林區公所,保安、樹德、樹西、樹東、圳福、樹福、文林,215,"水災,震災,土石流",社會人文課長 童冠璋,02-26812106#1606,是,否,是
4978,新北市樹林區,樹西里,育英街176號,121.418101,24.99003,樹林國小,保安、潭底、樹德、樹西、樹人、坡內、樹興、樹福、文林、育林,304,"水災,震災,土石流,海嘯",事務組長黃奎瑋,26812014轉832,是,是,否
4979,新北市中和區,錦中里,中和區圓通路292號,121.4893,24.9901,錦和國小,備用,1173,"水災,震災,土石流,海嘯",劉師政,02-22482688#286,是,是,是
4980,臺北市文山區,,文山區木柵路3段191號,121.5702,24.9903,木柵國小,木新里、木柵里,155,"水災,震災",林光媚,02-29391234#130,是,否,否
4981,新北市石碇區,石碇里,石碇西街15號,121.659,24.9903,石碇國小,石碇里、潭邊里、隆盛里、烏塗里、彭山里、豐林里、永安里、格頭里,109,"水災,震災,土石流,海嘯",李炳坤/李玳辰,02-26631244#13/#29,是,是,是
4982,臺北市文山區,萬興里,文山區秀明路2段114號,121.5766,24.9904,萬興國小,指南里、政大里、萬興里,125,"水災,震災",錢宜黎,02-29381721#131,是,否,是
4983,新北市板橋區,華德里,四川路二段245巷60號,121.4528,24.9917,信義國小,華德、信義、華東,1024,震災,郭逸涵組長,89667817122,是,是,否
4984,桃園市桃園區,,國強一街、益壽一街口,121.2827,24.992,國強公園,本市中路區各里,100,"水災,震災,土石流",林義順,03-3354757,否,是,否
4985,桃園市桃園區,文化里,民權路67號,121.3102,24.9923,桃園國小,本市市中心區各里,212,"水災,土石流",劉弘峰,03-3322268#511,是,是,否
4986,新北市中和區,錦中里,中和區錦和路163號,121.4911,24.9925,錦和中學,仁和里、中正里、建和里、力行里、錦和里、錦昌里、灰里、德行里、中山里、碧河里、錦中里、錦盛里、正行里,2543,"水災,震災,土石流,海嘯",劉師政,02-22482688＃286,是,是,是
4987,桃園市龜山區,新路里,中山街26號,121.337823,24.992506,龜山區公所本所（三樓禮堂）,全區,200,"水災,震災,土石流,海嘯",蔡政宏,03-3203711213,是,否,是
4988,桃園市桃園區,,民族路與三民路三段口,121.3086,24.9926,民族公園,本市市中心區各里,200,"水災,震災,土石流",林義順,03-3354757,否,是,否
